zfygpa;zgpa;DOB_yr;isPartTime;sex;race;cluster_tier;family_income;lsat;ugpa;weighted_lsat_ugpa;pass_bar
0.03;-0.06;69;No;Female;White;3;4;33.5;3.3;701.0526155;Passed
0;0;64;No;Female;Black;1;2;26;2.2;472.631568;Passed
-0.29;-0.74;69;No;Female;White;3;4;34;3.3;708.947352;Passed
1.89;1.63;69;No;Male;White;3;4;37;3.5;776.315771;Passed
-0.28;-0.17;68;No;Female;White;4;5;36;3.1;720.526298;Passed
0.18;0.84;56;Yes;Male;White;3;4;40;3.3;803.68419;Passed
-1.33;0;67;No;Male;Other;3;4;36;2.6;670.526298;Failed_or_not_attempted
1.11;0.75;64;No;Male;White;4;4;40;3.1;783.68419;Passed
-0.41;-0.26;68;No;Female;White;3;4;40;2.8;753.68419;Passed
0.96;0.95;57;No;Male;White;3;4;40;2.9;763.68419;Passed
-2.93;0;69;No;Male;Other;4;4;44;3.5;886.842082;Failed_or_not_attempted
1.2;0.67;69;No;Female;White;4;3;40;3.9;863.68419;Passed
0.12;-0.78;65;No;Male;White;3;5;45;2.2;772.631555;Passed
0.34;-0.37;67;No;Female;White;4;3;37;2.8;706.315771;Passed
0;0;67;No;Female;Other;6;4;36;3.6;770.526298;Passed
-0.5;-0.36;64;No;Male;White;3;3;33.7;2.3;604.2105101;Passed
1.06;1.79;53;No;Female;White;3;4;33;3.8;743.157879;Passed
-0.15;-0.57;69;No;Female;White;2;3;34;3.2;698.947352;Passed
-0.21;0.17;69;No;Male;White;4;3;39;3.1;767.894717;Passed
0.1;0.23;69;No;Female;White;3;3;30.5;3.7;693.6841965;Passed
0;0;66;No;Female;White;6;4;42;3.4;845.263136;Passed
-1.23;0;68;No;Male;White;3;4;29.5;3.1;617.8947235;Failed_or_not_attempted
0.32;-0.55;67;No;Female;White;5;3;46;3.2;888.421028;Passed
0.71;0.4;64;No;Male;White;3;3;38;2.8;722.105244;Failed_or_not_attempted
-2.03;-2.2;69;No;Male;White;3;4;38;3;742.105244;Passed
0;0;68;No;Female;White;4;3;36;3.7;780.526298;Passed
-1.08;-1.34;67;No;Male;White;5;2;42;3.9;895.263136;Passed
1.14;0.63;64;Yes;Male;White;2;5;38;3.4;782.105244;Failed_or_not_attempted
0.31;0.81;68;No;Female;White;3;4;30;3.6;675.78946;Passed
-0.76;-0.92;68;No;Male;White;4;3;36.5;3.1;728.4210345;Passed
0.87;0.83;66;No;Male;White;3;3;34;3.3;708.947352;Passed
-1.04;-1.85;69;No;Male;White;3;4;37;2.8;706.315771;Passed
0.35;0.21;60;No;Female;Other;4;5;38;3;742.105244;Passed
-2.66;0;69;No;Female;Black;3;2;30;2.6;575.78946;Failed_or_not_attempted
0;0;68;No;Male;White;3;3;37;3;726.315771;Failed_or_not_attempted
-0.6;-0.78;67;No;Male;Other;6;2;39;4;857.894717;Passed
1.1;1.04;68;No;Male;White;4;4;39;3.6;817.894717;Passed
0.71;0.41;68;No;Male;White;4;4;40;3;773.68419;Passed
-1.06;0;68;No;Male;White;3;3;33;2.6;623.157879;Failed_or_not_attempted
0.16;0.4;67;No;Female;White;3;3;40;2.6;733.68419;Failed_or_not_attempted
-0.35;-0.46;67;No;Male;White;3;1;36;2.9;700.526298;Passed
0.3;0.5;63;No;Female;White;5;2;43;3.4;861.052609;Passed
0.65;0.81;57;No;Male;White;4;4;39;3.3;787.894717;Passed
0.01;0.73;66;No;Female;White;3;3;36;3.3;740.526298;Passed
-1.58;-0.91;52;No;Male;White;4;3;38;3.1;752.105244;Passed
-0.64;-0.18;67;No;Male;White;5;4;38;3.4;782.105244;Passed
0.16;-0.47;69;No;Female;White;4;4;38;3.5;792.105244;Passed
0.16;-0.02;68;No;Male;White;2;3;30;3.1;625.78946;Passed
0.3;0.4;68;No;Female;White;3;4;36;3.3;740.526298;Passed
-1.89;-1.35;69;No;Male;White;3;4;24;2.6;481.052622;Failed_or_not_attempted
0.66;0.75;61;Yes;Female;White;4;4;43;2.8;801.052609;Passed
-2.09;-2.25;55;No;Male;White;4;5;41;3.8;869.473663;Passed
-0.12;-0.12;69;No;Male;White;3;3;42;3.4;845.263136;Passed
-1.54;-1.42;68;Yes;Female;White;3;3;33;3.8;743.157879;Failed_or_not_attempted
0.56;0.11;66;No;Male;White;3;3;46;2.7;838.421028;Passed
0.81;-0.01;68;No;Male;White;4;4;41;2.8;769.473663;Passed
0.57;0.4;68;Yes;Female;White;3;4;31;3.4;671.578933;Passed
-1.66;0;62;No;Male;White;4;3;32;3.6;707.368406;Failed_or_not_attempted
-1.13;-0.94;66;No;Male;White;3;4;28;2.3;514.210514;Passed
0.85;1.46;65;No;Male;White;3;3;41;2.5;739.473663;Passed
0.87;0.5;70;No;Male;White;4;4;38;3.7;812.105244;Passed
1.44;1.97;64;No;Male;White;4;5;42;2.7;775.263136;Passed
0;0;68;No;Male;White;2;3;41;3;789.473663;Failed_or_not_attempted
-0.24;-0.07;69;No;Male;White;3;4;40;3.2;793.68419;Passed
0.55;0.2;69;No;Male;White;5;5;44;3.8;916.842082;Passed
-1.84;-1.67;60;No;Male;Other;4;2;27;2.9;558.421041;Passed
0.69;0.81;69;No;Female;White;5;4;37;3.8;806.315771;Passed
0.24;0.97;53;Yes;Female;White;3;2;26.5;3.8;640.5263045;Passed
-0.04;0.39;68;No;Male;White;1;4;37;3;726.315771;Passed
-0.38;-0.3;67;No;Female;White;3;3;40;3.1;783.68419;Passed
-1.39;0;67;No;Female;White;3;4;36;2.6;670.526298;Failed_or_not_attempted
-0.54;-0.86;69;No;Female;White;4;3;36;3.3;740.526298;Passed
-0.64;1.02;68;No;Male;Other;4;3;40;3.4;813.68419;Failed_or_not_attempted
-0.22;-0.2;64;No;Male;White;6;5;42;3.1;815.263136;Passed
-1.51;-0.84;69;No;Male;White;2;4;33;3;663.157879;Passed
0;0;65;No;Male;White;5;3;40;3.6;833.68419;Failed_or_not_attempted
-0.39;-0.3;64;No;Female;White;5;4;38;3.1;752.105244;Passed
-0.43;-0.76;61;No;Female;White;3;4;30.5;3.4;663.6841965;Passed
0.18;0;69;No;Male;White;4;5;41;3.2;809.473663;Failed_or_not_attempted
-2;-1.46;64;No;Female;Other;6;4;44;2.6;796.842082;Passed
-0.47;0;68;No;Male;White;3;4;33;2.9;653.157879;Failed_or_not_attempted
1.08;0.84;68;No;Male;White;6;4;40;3.8;853.68419;Passed
-0.87;-0.78;64;No;Male;White;3;3;31.3;3;636.3157749;Passed
-1.35;-1.67;67;No;Male;Black;3;1;28.5;3;592.1052505;Failed_or_not_attempted
-0.47;-1.16;69;No;Male;White;4;4;32;2.9;637.368406;Passed
0;0;62;Yes;Male;White;5;2;35;3.4;734.736825;Passed
-0.6;0.64;66;No;Male;White;4;2;36;3.2;730.526298;Failed_or_not_attempted
2.32;1.96;67;No;Male;White;2;3;33.5;2.7;641.0526155;Passed
-1.75;-1.52;34;Yes;Female;White;3;3;31;3;631.578933;Failed_or_not_attempted
0.02;0.32;62;No;Male;Other;1;3;29;2;499.999987;Passed
-0.25;0.61;69;No;Female;White;2;5;34;3.2;698.947352;Passed
0;0;68;No;Male;White;3;4;42;2.2;725.263136;Passed
0.41;0.14;68;No;Female;White;3;4;32;3.6;707.368406;Passed
-1.87;-2.36;68;No;Male;White;3;4;35.5;3.1;712.6315615;Passed
0.86;1.08;68;No;Male;White;4;4;40;3.6;833.68419;Passed
-0.72;-1.4;69;No;Female;White;5;4;42;3.5;855.263136;Passed
-0.32;-0.17;68;No;Female;White;5;4;35;3.4;734.736825;Passed
1.03;1.04;67;No;Male;White;3;4;43;2.8;801.052609;Passed
0.68;0.23;62;No;Male;White;3;3;31;2.8;611.578933;Passed
0;0;57;Yes;Male;Other;3;2;32;2.9;637.368406;Failed_or_not_attempted
-0.27;-0.69;64;No;Female;White;5;5;41;2.4;729.473663;Passed
-1.08;-1.05;68;No;Male;Other;3;3;28;3.6;644.210514;Passed
1.32;-0.13;68;No;Male;White;4;5;32;3.5;697.368406;Passed
1.52;1.41;69;No;Male;White;5;4;37;3.4;766.315771;Passed
2.7;2.38;64;No;Male;White;3;4;39;2.9;747.894717;Passed
-1.86;0;58;No;Female;Other;3;2;34;3.2;698.947352;Failed_or_not_attempted
0.48;0.71;69;No;Male;White;6;4;40;3.8;853.68419;Passed
-1.58;-1.15;61;No;Male;White;3;4;35;2.7;664.736825;Passed
1.26;1.33;46;No;Female;White;4;4;37;3;726.315771;Passed
0.69;1.31;61;No;Male;White;4;3;40;3.3;803.68419;Passed
0;0;70;No;Female;White;2;2;39;3.6;817.894717;Passed
0.34;0.04;68;No;Female;Other;3;2;30;3.7;685.78946;Passed
0.02;-0.2;66;Yes;Male;White;3;4;31;3.4;671.578933;Failed_or_not_attempted
0.64;0.56;68;No;Male;White;3;4;37;3.5;776.315771;Passed
-0.35;-0.7;63;No;Male;White;3;1;36;2.6;670.526298;Failed_or_not_attempted
1.17;1.04;66;No;Male;White;3;3;37;2.5;676.315771;Passed
-0.17;-0.77;68;No;Male;White;4;3;31;3.8;711.578933;Passed
-0.08;-1;68;No;Female;White;4;3;32;3;647.368406;Passed
1.01;0.82;66;No;Female;White;4;4;42;3.8;885.263136;Passed
-0.28;0.32;69;No;Female;White;2;3;29;3.5;649.999987;Passed
-0.59;-0.3;62;No;Male;Black;3;3;28;2.7;554.210514;Passed
0.48;0.55;69;No;Male;White;2;4;30;3.3;645.78946;Passed
1.03;0.17;66;No;Female;White;5;3;36;3.5;760.526298;Passed
-0.96;-1.25;67;No;Male;White;3;3;41.5;3.1;807.3683995;Passed
0.87;0.83;48;No;Female;White;3;3;34.5;3.1;696.8420885;Passed
0.12;0.56;62;Yes;Male;White;3;3;41;2.3;719.473663;Passed
0.61;0.31;69;No;Male;White;6;5;42;3.4;845.263136;Passed
-0.48;-0.64;67;Yes;Female;White;4;3;40;3.5;823.68419;Passed
-1.57;-1.65;48;No;Female;White;3;5;22.5;2.2;417.3684125;Failed_or_not_attempted
-0.28;0.32;67;No;Male;White;3;3;41;2.9;779.473663;Passed
-1.13;-1.42;68;No;Female;White;4;3;35;3.5;744.736825;Passed
0.77;0.66;67;No;Male;White;4;4;44;3.4;876.842082;Passed
1.14;0.29;69;No;Female;White;4;4;45;3.5;902.631555;Passed
0.95;1.4;69;No;Female;White;3;4;37;3.7;796.315771;Passed
0.75;0.21;50;Yes;Female;Other;5;3;30;3.2;635.78946;Passed
1.64;1.46;69;No;Male;White;3;3;32;3.9;737.368406;Passed
-0.89;-0.67;64;No;Male;Other;3;2;35.5;2.7;672.6315615;Passed
-3.05;-3.03;68;No;Male;Black;5;3;27;3.6;628.421041;Passed
-1.28;-1.32;69;No;Male;White;4;3;41;2.9;779.473663;Passed
0.34;0.26;69;No;Male;White;3;4;32.5;3.4;695.2631425;Passed
0.28;0.45;63;No;Female;White;5;4;35;4;794.736825;Passed
0.4;-0.13;69;No;Female;White;3;3;38;2.9;732.105244;Passed
-0.75;0;69;No;Male;White;3;3;38;3.4;782.105244;Failed_or_not_attempted
-0.24;-0.6;68;No;Male;Black;2;4;24;2.4;461.052622;Failed_or_not_attempted
0.21;0.38;38;No;Male;Other;1;2;32;3.2;667.368406;Passed
0.62;0.08;66;No;Male;White;2;4;27;3.2;588.421041;Passed
0;0;69;No;Female;Black;6;2;24;3.4;561.052622;Passed
-1.63;0;68;No;Female;White;3;3;31;3.3;661.578933;Failed_or_not_attempted
0.67;0.42;66;Yes;Female;White;3;4;43;3.1;831.052609;Passed
0.65;1.08;68;No;Female;White;4;4;40;3.5;823.68419;Passed
-0.01;-0.42;58;Yes;Male;White;4;3;34;3.3;708.947352;Passed
-0.58;-1.09;63;No;Female;White;3;4;34.5;2.6;646.8420885;Passed
0.34;0.79;69;No;Male;White;5;4;41;3.7;859.473663;Passed
0.81;0.55;69;No;Female;White;4;3;38;3.6;802.105244;Passed
-1.81;-1.44;47;No;Female;White;5;4;30;3.7;685.78946;Passed
0.12;-0.09;68;No;Male;White;4;4;34;3.9;768.947352;Passed
-1.81;-1.34;68;No;Female;Other;4;5;42;3.7;875.263136;Passed
-2.02;0;67;No;Female;White;3;1;31;2.7;601.578933;Failed_or_not_attempted
-0.08;-0.07;68;No;Male;White;4;4;45;2.8;832.631555;Passed
0.47;0.07;66;Yes;Female;White;3;2;31.5;3.4;679.4736695;Passed
0.19;0.43;66;No;Male;White;5;4;42.5;3;813.1578725;Passed
-1.24;-1.68;63;No;Female;Black;3;2;26;2.5;502.631568;Passed
-0.92;0;69;No;Male;White;6;4;44;3.5;886.842082;Passed
0.48;0.88;65;No;Female;White;3;4;45;2.8;832.631555;Passed
0.22;0.26;59;No;Male;White;4;4;45;2.8;832.631555;Passed
-0.25;1.24;70;No;Female;White;5;4;41;3.8;869.473663;Passed
-2.14;0;60;No;Male;Black;1;3;17.3;2.1;325.2631529;Failed_or_not_attempted
1.16;1.19;67;No;Male;White;5;5;42;3.6;865.263136;Passed
0.93;0.91;69;No;Male;White;3;4;37;2.9;716.315771;Passed
1.87;1.05;66;No;Female;White;3;4;31;3.1;641.578933;Passed
0.52;0.18;67;No;Female;White;5;4;41;3.4;829.473663;Passed
0.74;0.93;69;No;Male;White;4;4;36;3.2;730.526298;Passed
-1.3;-1.14;66;No;Male;Other;4;3;25;2.7;506.842095;Failed_or_not_attempted
0.84;0.47;62;Yes;Male;White;3;3;35;2.8;674.736825;Passed
-2.14;0;69;No;Male;Black;4;4;27;2.6;528.421041;Failed_or_not_attempted
-0.3;0;64;Yes;Female;Black;3;3;31;3.3;661.578933;Failed_or_not_attempted
0.23;0.73;69;No;Female;White;4;3;37;3.6;786.315771;Passed
-0.74;-0.7;68;No;Male;Other;5;3;29.5;2.9;597.8947235;Passed
0.76;-0.4;69;No;Male;White;3;4;36;3;710.526298;Passed
0.16;0.49;66;Yes;Male;White;3;3;41;3;789.473663;Passed
1.6;0.75;68;No;Male;White;5;4;42;3.8;885.263136;Passed
-0.97;-0.42;62;Yes;Male;White;5;3;36;2.6;670.526298;Passed
0;0;58;No;Female;White;6;3;42;2.4;745.263136;Passed
-0.57;-0.94;69;No;Female;White;6;5;45;3.6;912.631555;Passed
-0.45;-1.06;70;No;Male;White;6;3;42;3.6;865.263136;Passed
-0.29;-0.59;69;No;Female;White;4;3;38;3.2;762.105244;Passed
0.35;-0.65;60;Yes;Male;White;5;3;35;2.9;684.736825;Passed
-0.91;-0.86;67;No;Male;White;6;4;35;3.4;734.736825;Passed
-0.03;-0.15;69;No;Male;White;6;4;47;3.7;954.210501;Passed
-1.26;-0.79;65;No;Female;White;3;3;37;3.1;736.315771;Failed_or_not_attempted
-0.93;-0.49;60;No;Male;White;4;3;32;2.7;617.368406;Passed
-0.97;-0.95;69;No;Male;White;3;3;33;3.3;693.157879;Passed
-1.97;-1.84;55;Yes;Male;Black;2;3;18;2.7;396.315784;Failed_or_not_attempted
-1.82;-1.09;68;No;Male;White;2;4;19;3;442.105257;Failed_or_not_attempted
0.25;0.32;63;No;Female;White;6;4;45;2.7;822.631555;Passed
0;0;66;No;Male;White;6;3;45;3.7;922.631555;Passed
-1.53;-1.17;55;No;Male;Other;3;2;31;3;631.578933;Passed
-1.13;-1.45;58;Yes;Male;Other;4;3;33;3.7;733.157879;Failed_or_not_attempted
1.58;1.76;63;No;Male;White;6;3;48;3.4;939.999974;Passed
1.44;0.86;63;No;Female;White;3;3;39;3.6;817.894717;Passed
0.08;0.01;69;No;Male;White;4;3;32;3.4;687.368406;Passed
-0.59;-0.19;70;No;Female;White;4;4;40;3.6;833.68419;Passed
-0.24;-1.07;67;No;Female;Other;4;5;30;2.5;565.78946;Passed
-0.85;-0.16;68;No;Female;White;3;4;32;2.8;627.368406;Passed
2.04;1.65;67;No;Male;White;4;2;39;3.7;827.894717;Passed
-0.02;-0.66;71;No;Male;White;3;3;41;3.5;839.473663;Passed
0.11;-0.2;57;Yes;Female;White;3;2;35;3.1;704.736825;Failed_or_not_attempted
1.74;1.66;68;No;Male;White;5;3;42;3;805.263136;Passed
-1.15;-0.9;68;No;Male;White;4;4;38;3.2;762.105244;Passed
-1.18;-1.27;68;No;Male;White;3;3;42;3.1;815.263136;Passed
-1.69;0;66;No;Male;White;3;5;37;2.5;676.315771;Failed_or_not_attempted
0.2;-0.48;69;No;Male;White;4;3;43;3.9;911.052609;Passed
-0.04;0.13;68;No;Female;Black;4;4;28;2.4;524.210514;Passed
1.78;0.01;67;No;Female;White;6;4;42;3.3;835.263136;Passed
-0.32;-0.23;69;No;Female;White;3;2;34;3.3;708.947352;Passed
1.5;1.08;68;No;Male;Other;6;2;39;3.5;807.894717;Passed
-0.8;-0.48;67;No;Male;White;3;4;36;3;710.526298;Passed
-2.17;-1.96;64;Yes;Female;White;5;1;23.3;3.5;559.9999909;Failed_or_not_attempted
1.5;0.83;69;No;Male;White;4;4;39;3.5;807.894717;Passed
1.07;0.78;69;No;Female;White;3;3;34;3.5;728.947352;Passed
-0.2;-0.87;64;No;Male;Other;4;3;41;3;789.473663;Passed
0.1;-0.13;64;No;Female;White;3;3;39;3.1;767.894717;Passed
-1.54;-1.59;69;No;Female;Other;4;1;26.5;3;560.5263045;Passed
0;0;66;No;Female;Black;3;2;16;2.7;364.736838;Failed_or_not_attempted
2.15;1.64;66;No;Male;White;4;4;37;3.3;756.315771;Passed
1.13;1.18;65;No;Male;White;3;4;32.5;2.6;615.2631425;Failed_or_not_attempted
-1.14;-0.96;67;No;Male;White;4;4;38;2.9;732.105244;Passed
0.42;0.58;67;No;Female;White;4;5;37;2.8;706.315771;Passed
-0.04;0.04;68;No;Male;White;3;4;27.7;3;579.4736721;Passed
0.14;0;70;No;Male;White;6;4;42;3.7;875.263136;Passed
1.03;1.39;68;No;Male;White;3;3;35.5;3.7;772.6315615;Passed
0;0;65;No;Female;White;1;3;17;3.1;420.526311;Passed
1.33;1.22;64;No;Male;White;3;3;45;3.1;862.631555;Passed
-1.52;-0.9;69;No;Female;White;5;5;42;3.9;895.263136;Passed
0.9;1.1;66;No;Male;White;3;3;40;2.9;763.68419;Passed
-0.01;0.33;54;Yes;Male;White;3;2;37;3.3;756.315771;Passed
-0.36;-0.62;69;No;Male;White;5;5;36;3.2;730.526298;Passed
-0.67;-0.4;53;Yes;Male;White;3;4;30;3.3;645.78946;Passed
-1.42;-2.05;64;No;Male;Black;3;3;37;2.5;676.315771;Passed
-0.69;-0.82;58;No;Male;White;4;3;36;3.2;730.526298;Passed
-0.62;-1.25;64;No;Male;White;4;3;27;3.4;608.421041;Passed
-0.12;-0.89;65;No;Male;White;3;4;40;3.2;793.68419;Passed
-1.81;-1.61;69;No;Female;Black;5;3;29;3.4;639.999987;Passed
-0.18;-0.49;66;No;Male;White;3;5;37;2.5;676.315771;Passed
-0.44;-0.42;58;No;Male;White;6;5;42;4;905.263136;Passed
0.21;0.21;68;No;Female;White;3;4;35;3;694.736825;Passed
-1.13;-0.87;68;No;Female;White;2;3;28.5;2.9;582.1052505;Failed_or_not_attempted
1.17;0.77;65;No;Male;White;5;3;45;3.7;922.631555;Passed
0.2;0.1;69;No;Female;White;4;3;37;3.7;796.315771;Passed
-0.62;-0.88;69;No;Female;Black;5;3;32;3;647.368406;Failed_or_not_attempted
0.87;0.96;66;No;Female;White;5;3;44;3.4;876.842082;Passed
0.12;-0.14;68;No;Male;White;4;4;43;3;821.052609;Passed
1.22;1.16;61;No;Female;White;3;3;38;3.6;802.105244;Passed
1.69;1.24;68;No;Male;White;6;2;48;3.3;929.999974;Passed
1.26;0.57;48;No;Male;White;6;5;47;3.3;914.210501;Passed
-0.36;-0.21;62;No;Female;White;4;3;38;3.5;792.105244;Passed
0.29;-0.09;55;No;Male;White;3;3;40;2.5;723.68419;Passed
-1.21;0;67;No;Male;White;3;4;32.5;3.4;695.2631425;Failed_or_not_attempted
0;0;63;No;Female;White;3;4;39;3.2;777.894717;Failed_or_not_attempted
-0.4;-1.12;56;No;Female;White;3;3;33;2.9;653.157879;Passed
0.21;-0.16;69;No;Female;White;5;5;41;3.4;829.473663;Passed
1.17;0.92;69;No;Male;White;3;5;41;3;789.473663;Passed
-0.69;-1.24;69;No;Male;White;4;4;42;3.8;885.263136;Passed
0.6;0.84;61;No;Female;White;3;1;43;3;821.052609;Passed
-0.16;0.6;65;No;Male;White;5;3;46;3.5;918.421028;Passed
-1.3;-1.08;67;No;Male;White;3;4;27;2.8;548.421041;Passed
0.12;0.02;67;No;Female;White;5;3;40;2.8;753.68419;Failed_or_not_attempted
1.71;1.77;62;No;Female;White;3;3;40;3.8;853.68419;Passed
-0.85;-1.52;67;Yes;Male;White;6;2;36;3.2;730.526298;Passed
-1.34;-1.66;65;No;Male;Other;1;2;28;2.5;534.210514;Passed
-1.72;-2.13;63;No;Female;Other;3;2;37;2.6;686.315771;Passed
0.6;0.39;68;No;Male;White;6;5;41;3.8;869.473663;Passed
1.03;1.03;65;No;Male;White;2;4;34.5;2.8;666.8420885;Passed
-1.13;-1.68;68;No;Female;White;5;3;41;3.6;849.473663;Passed
0;0;48;No;Male;White;2;4;34;2.6;638.947352;Failed_or_not_attempted
0.86;0.84;62;No;Female;White;5;2;44;3.7;906.842082;Passed
-2.39;0;70;No;Female;Black;3;4;28;3.2;604.210514;Failed_or_not_attempted
0.36;0.36;53;No;Male;White;3;3;30;3.1;625.78946;Passed
-0.73;-0.12;57;No;Female;White;5;4;33;3;663.157879;Failed_or_not_attempted
1.59;1.47;69;No;Male;White;4;5;47;3.2;904.210501;Passed
-1.41;-0.49;60;Yes;Male;Other;3;4;25;2.4;476.842095;Passed
0.62;0.62;58;No;Female;White;5;3;46;2.6;828.421028;Passed
-0.15;-0.14;65;No;Male;White;3;4;30.7;3;626.8420911;Failed_or_not_attempted
0;0;69;No;Male;White;4;3;36;3.7;780.526298;Failed_or_not_attempted
0.62;0.54;68;No;Female;White;4;3;41;3.3;819.473663;Passed
1.33;1.64;57;No;Female;White;4;4;41;3.8;869.473663;Passed
-0.42;0;68;No;Male;Other;6;5;47;3.5;934.210501;Passed
1;1.43;67;Yes;Male;White;5;4;43;3.4;861.052609;Passed
1.26;1.43;61;No;Female;White;4;4;36;3.4;750.526298;Passed
1.46;1.6;65;No;Female;White;3;3;41;2.4;729.473663;Passed
0.71;0.84;69;No;Female;White;3;4;41;3.4;829.473663;Passed
2.38;2.09;61;No;Female;White;1;3;39;3.6;817.894717;Passed
-0.95;0;44;No;Male;White;2;4;29;2.4;539.999987;Failed_or_not_attempted
0.73;0.61;69;No;Male;White;3;4;39;3;757.894717;Passed
-1.14;-0.79;67;No;Male;White;5;5;45;3.5;902.631555;Passed
-0.96;-0.61;65;No;Male;White;3;5;33;2.4;603.157879;Passed
0.53;-1.05;69;No;Male;White;3;4;34;2.8;658.947352;Passed
0.17;0.18;66;No;Female;White;3;5;38;3.2;762.105244;Passed
0.85;1.41;60;No;Male;White;3;3;31;3.3;661.578933;Passed
1.05;1.3;66;No;Female;White;4;3;43;3;821.052609;Passed
0;0.06;67;No;Male;White;4;3;42;3.4;845.263136;Failed_or_not_attempted
-1.27;-2.13;67;No;Male;White;4;5;39;3.2;777.894717;Failed_or_not_attempted
0;0;37;Yes;Female;White;5;3;30.5;3.5;673.6841965;Failed_or_not_attempted
-1.05;-0.31;64;No;Male;White;4;2;39.5;2.8;745.7894535;Passed
-1.4;-1.32;57;No;Female;White;2;3;36;2.7;680.526298;Passed
0.93;0.28;68;No;Male;White;6;4;47;3.4;924.210501;Passed
0.39;0.13;69;No;Male;White;3;4;35;3.4;734.736825;Passed
-0.96;-1.62;68;No;Female;Other;4;3;21;3;473.684203;Failed_or_not_attempted
0.68;0.58;69;No;Female;White;3;5;38;3.4;782.105244;Passed
-2.09;0;68;No;Male;White;4;3;39;2.9;747.894717;Failed_or_not_attempted
2.13;2.21;67;No;Male;White;5;4;36.5;2.5;668.4210345;Passed
1.12;0.77;67;No;Male;White;4;3;34;3.9;768.947352;Passed
-0.6;-0.57;68;No;Male;White;4;4;38;2.9;732.105244;Passed
0;0.33;61;Yes;Male;White;4;3;37;3.4;766.315771;Passed
-2.29;0;66;No;Male;White;5;5;32.7;2.8;638.4210371;Failed_or_not_attempted
-1.7;-1.45;68;No;Female;Black;5;3;26;3;552.631568;Passed
-0.12;-0.58;67;No;Male;White;5;4;47;3.6;944.210501;Passed
1.13;1.11;67;No;Female;White;4;3;40;3.6;833.68419;Passed
-1.08;-0.54;68;No;Male;White;5;5;47;3.6;944.210501;Passed
-1.13;-1.61;69;No;Male;Other;3;4;31;3.6;691.578933;Passed
-0.2;-0.12;65;No;Male;White;5;4;38;3.5;792.105244;Passed
0.78;1.57;69;No;Female;White;4;3;32;3.7;717.368406;Passed
-0.79;-0.48;50;No;Female;White;3;5;32;2.4;587.368406;Passed
-0.62;-0.73;68;No;Male;White;4;1;42;3.3;835.263136;Passed
0.99;0.69;69;No;Female;White;5;4;45;3.4;892.631555;Passed
-1.27;-1.12;66;No;Female;White;2;4;29;3.1;609.999987;Passed
1.22;1.39;66;No;Female;White;4;3;39;3.6;817.894717;Passed
-1.15;-1.23;60;No;Male;Other;4;3;40;2.4;713.68419;Passed
0.83;0.44;69;No;Female;White;5;3;40;3.1;783.68419;Failed_or_not_attempted
-0.2;-0.4;67;No;Male;White;3;3;38.5;3.1;759.9999805;Passed
-0.53;-0.4;69;No;Male;White;3;4;34;3;678.947352;Passed
-1.28;-1.16;68;Yes;Male;White;3;2;29.5;3.2;627.8947235;Passed
-0.05;0.28;69;No;Female;White;5;4;31;3.3;661.578933;Passed
1.06;0.72;68;No;Female;White;3;4;33;3.2;683.157879;Passed
-0.25;-0.88;62;No;Female;Other;5;2;45;3.1;862.631555;Passed
0.69;0.79;69;No;Female;White;3;4;40;3;773.68419;Passed
-0.22;0.18;67;No;Male;White;5;5;40;3.7;843.68419;Passed
-0.11;-0.1;54;No;Male;White;3;2;29.5;3.5;657.8947235;Passed
-0.54;-0.62;66;No;Female;White;5;4;36.5;3.4;758.4210345;Passed
-1.39;-1.94;69;No;Male;White;3;5;38;2.8;722.105244;Passed
-0.05;0.46;65;No;Female;White;5;2;42;3.8;885.263136;Passed
0;0;61;No;Male;White;5;2;38;3.8;822.105244;Passed
-1.53;0;61;Yes;Male;White;3;3;34;3.3;708.947352;Failed_or_not_attempted
-0.44;-0.53;65;No;Male;White;3;4;40;2.4;713.68419;Passed
-0.14;0.25;57;Yes;Female;White;3;3;34;2.9;668.947352;Passed
0.72;0.73;39;No;Female;White;3;2;37;2.8;706.315771;Passed
1.56;1.84;63;No;Female;White;1;3;38;3.8;822.105244;Passed
0.03;-0.32;70;No;Female;Other;5;4;39;3.5;807.894717;Passed
0.21;0.09;69;No;Female;White;5;3;43;3.6;881.052609;Passed
-1.72;-1.84;53;No;Male;Other;2;3;25;1.8;416.842095;Failed_or_not_attempted
1.17;1.59;65;No;Female;White;4;4;41;3.7;859.473663;Passed
0.87;0.66;57;No;Male;White;5;4;39;2.9;747.894717;Failed_or_not_attempted
-0.1;-1.18;65;No;Male;White;3;3;38;2.6;702.105244;Passed
0.42;-0.16;64;No;Male;White;5;3;38;3.2;762.105244;Passed
-0.57;-0.6;56;No;Female;White;3;3;45;3.2;872.631555;Passed
1.36;1.17;69;No;Female;White;3;4;33;2.8;643.157879;Passed
0.25;-0.08;68;Yes;Female;White;3;4;38;3.1;752.105244;Passed
-1.84;-2.49;67;No;Male;White;5;4;47;3.1;894.210501;Failed_or_not_attempted
-0.91;-1.59;59;No;Male;White;4;2;42;3.5;855.263136;Failed_or_not_attempted
-0.33;0.17;68;No;Female;White;4;4;37;3.8;806.315771;Passed
-0.96;-0.68;64;No;Male;White;2;4;35;2.9;684.736825;Passed
-2.64;-2.52;68;No;Male;Black;5;3;38;3.4;782.105244;Passed
